iter	Logloss
197	0.1591763401
198	0.1587433523
199	0.1584752207
200	0.1584196136
201	0.1583156545
202	0.1581861306
203	0.1580369448
204	0.1579142284
205	0.1576993488
206	0.1575149376
207	0.1572076013
208	0.1569186903
209	0.156864984
210	0.15675081
211	0.1565512068
212	0.1562431584
213	0.1560165959
214	0.1558112324
215	0.1557317634
216	0.155698496
217	0.1556790145
218	0.1555877262
219	0.155255266
220	0.1551887711
221	0.1550193327
222	0.1549681798
223	0.1548537131
224	0.1547979551
225	0.1546911749
226	0.1544946339
227	0.1543203942
228	0.1539526402
229	0.1538821441
230	0.1538472251
231	0.1537366422
232	0.1536735662
233	0.1536513853
234	0.1535285709
235	0.1534210603
236	0.1533583841
237	0.1532493006
238	0.1530293375
239	0.1528923347
240	0.1528192108
241	0.152697972
242	0.1525598678
243	0.1524429986
244	0.1522445104
245	0.1521537453
246	0.1521193341
247	0.1520060198
248	0.1519793011
249	0.1519246693
250	0.1518563668
251	0.1517146733
252	0.1516334985
253	0.1512817962
254	0.1510268477
255	0.1509491374
256	0.1507256808
257	0.1506840902
258	0.1505436156
259	0.1504912262
260	0.1503318709
261	0.1502266642
262	0.1499479345
263	0.1498320878
264	0.1497352986
265	0.1495515648
266	0.1494235991
267	0.1492828931
268	0.1487144477
269	0.1486402316
270	0.1486058188
271	0.1483382077
272	0.1480710345
273	0.1479908144
274	0.1479261428
275	0.1478459673
276	0.1478206698
277	0.1477318056
278	0.1473873862
279	0.1473323835
280	0.1472791475
281	0.1471614242
282	0.1469370779
283	0.1468578809
284	0.1467020888
285	0.1466884557
286	0.1465434411
287	0.1464773178
288	0.1463555525
289	0.1463436473
290	0.1462525269
291	0.1462427907
292	0.1462033204
293	0.1460035095
294	0.1458790883
295	0.1458376138
296	0.1457092798
297	0.145688484
298	0.1453740535
299	0.1451979678
300	0.1450006177
301	0.1447993087
302	0.144605328
303	0.1445676631
304	0.1443418775
305	0.1440150411
306	0.143953635
307	0.1438493483
308	0.143653581
309	0.1435333189
310	0.1434564632
311	0.1434249651
312	0.1433675317
313	0.1432488232
314	0.1431562027
315	0.1430896502
316	0.1430727005
317	0.1430147592
318	0.1428936475
319	0.1427714299
320	0.1427109097
321	0.1426914279
322	0.142583078
323	0.1424280954
324	0.1424086023
325	0.1423590025
326	0.142307148
327	0.1420753847
328	0.1419768086
329	0.1418261261
330	0.1418133656
331	0.1417302791
332	0.1417181938
333	0.1416281637
334	0.1413911425
335	0.1413100035
336	0.1412827001
337	0.1410958403
338	0.1409989566
339	0.1406863997
340	0.1406793467
341	0.1406229085
342	0.1405658563
343	0.140448704
344	0.140414266
345	0.1402198664
346	0.1399436587
347	0.1395205977
348	0.1393076874
349	0.1390830885
350	0.1390625521
351	0.1390303053
352	0.1388521964
353	0.1388178921
354	0.1386706273
355	0.1385380514
356	0.1384086081
357	0.1380976549
358	0.1380038136
359	0.1379051317
360	0.1378135041
361	0.1377167394
362	0.1375215208
363	0.1374532191
364	0.1373522502
365	0.1372915998
366	0.1371299831
367	0.1370784983
368	0.1369632669
369	0.1369585112
370	0.1368142363
371	0.1367596201
372	0.136738001
373	0.1367320903
374	0.1367147379
375	0.1366209521
376	0.1363762561
377	0.136232518
378	0.1361831686
379	0.1361768927
380	0.1361405286
381	0.136110418
382	0.1360218063
383	0.1358876305
384	0.1358350192
385	0.1358295505
386	0.1357282313
387	0.1356541683
388	0.1355304781
389	0.135474484
390	0.1354134014
391	0.135384215
392	0.1353703303
393	0.135359638
394	0.1351999807
395	0.135196768
396	0.1349958955
397	0.1349114422
398	0.134902617
399	0.1348285064
400	0.1347132741
401	0.1347094563
402	0.1346360846
403	0.1346173704
404	0.1345525856
405	0.1345212986
406	0.1345166405
407	0.1345115235
408	0.1344370705
409	0.1343586366
410	0.1343525051
411	0.134348831
412	0.1339318728
413	0.1338204205
414	0.1336746221
415	0.1335221927
416	0.1333809264
417	0.1333542363
418	0.1333331777
419	0.1333260579
420	0.1332751852
421	0.1332269235
422	0.1331912412
423	0.1330927165
424	0.133088584
425	0.1329930509
426	0.1328991949
427	0.1327412601
428	0.1325479546
429	0.1324514301
430	0.1323801666
431	0.1323692133
432	0.1323406415
433	0.1322902318
434	0.1322142193
435	0.1322018152
436	0.1320395775
437	0.1319911358
438	0.1319677259
439	0.1318656575
440	0.13180653
441	0.1317456914
442	0.1317153544
443	0.1316857904
444	0.1316837539
445	0.131530316
446	0.1314484152
447	0.1313019147
448	0.1312561213
449	0.1311697205
450	0.1310912778
451	0.1309865118
452	0.1309690035
453	0.1308975971
454	0.1308633934
455	0.1308520689
456	0.1307604166
457	0.1307468725
458	0.1306442776
459	0.1306367771
460	0.130591791
461	0.1305868532
462	0.1305188369
463	0.1304368302
464	0.1302631909
465	0.1302244949
466	0.1302215212
467	0.1301626246
468	0.1301024418
469	0.13009047
470	0.1299928257
471	0.1299672174
472	0.1298771724
473	0.1298725202
474	0.129736232
475	0.1296459109
476	0.1295479797
477	0.1294584812
478	0.1293937123
479	0.1292840605
480	0.1291536452
481	0.129139816
482	0.1291086413
483	0.1290673521
484	0.129060707
485	0.1290261888
486	0.1290221563
487	0.1289747209
488	0.1289551548
489	0.1289544041
490	0.1288458285
491	0.1288083085
492	0.1288022107
493	0.1287857456
494	0.128759894
495	0.1287418716
496	0.1287153086
497	0.128675628
498	0.1285505484
499	0.128546554
500	0.1284939791
501	0.128491332
502	0.128391852
503	0.1283531928
504	0.1282518344
505	0.1282079796
506	0.12820608
507	0.1281623561
508	0.1281029713
509	0.1280681126
510	0.1280680129
511	0.1279961855
512	0.1278738721
513	0.1278722002
514	0.1278177908
515	0.1277886004
516	0.1277230208
517	0.1277214126
518	0.1277199843
519	0.1277061875
520	0.1277049846
521	0.1276990853
522	0.127635973
523	0.1276252875
524	0.1275374169
525	0.1275151181
526	0.1275138515
527	0.1274182611
528	0.1273722919
529	0.1273690493
530	0.1273307937
531	0.1273299421
532	0.1273234493
533	0.1272420451
534	0.1271776692
535	0.1271372246
536	0.127134687
537	0.1270441734
538	0.1270418896
539	0.1269470946
540	0.1268819616
541	0.1268804167
542	0.1268784075
543	0.1268189232
544	0.1267840541
545	0.1266372743
546	0.1265407651
547	0.126527134
548	0.1264838696
549	0.1264592327
550	0.1264582184
551	0.1264575909
552	0.1262570766
553	0.1262549578
554	0.1262333138
555	0.1262062932
556	0.1261621953
557	0.1261244643
558	0.1260948194
559	0.1260350156
560	0.1260297183
561	0.1260290798
562	0.1259743013
563	0.1259017142
564	0.1258991676
565	0.1258981442
566	0.1258561571
567	0.1257737019
568	0.1257697169
569	0.1255024106
570	0.1254800268
571	0.1254793236
572	0.1254788976
573	0.1254619275
574	0.1254399119
575	0.1254244172
576	0.1254228942
577	0.1254179962
578	0.1253146334
579	0.1253145568
580	0.1252957121
581	0.1252696561
582	0.1252628843
583	0.1252438153
584	0.1252272704
585	0.1252204019
586	0.1251955964
587	0.1251951991
588	0.1251898329
589	0.1251170312
590	0.1250807341
591	0.1250473465
592	0.1250419492
593	0.125039622
594	0.1250375261
595	0.1250274044
596	0.1249952608
597	0.1249550023
598	0.1249450912
599	0.1249243276
600	0.1249003587
601	0.1248960878
602	0.1248944271
603	0.1248791394
604	0.1248033069
605	0.1248030089
606	0.1247326695
607	0.1246373754
608	0.1246245472
609	0.1246163543
610	0.1246153576
611	0.1245505139
612	0.1245021241
613	0.1244738
614	0.1244480523
615	0.1244446006
616	0.1244434424
617	0.1244064715
618	0.124405335
619	0.1244044731
620	0.1244033475
621	0.1243970216
622	0.1243506756
623	0.1243031456
624	0.124292825
625	0.1242594344
626	0.1241508254
627	0.1241442713
628	0.124093554
629	0.1240160925
630	0.123975329
631	0.123954812
632	0.123944492
633	0.1239016024
634	0.1238429068
635	0.1238276095
636	0.1237746222
637	0.1237739764
638	0.1237734307
639	0.1237690196
640	0.1236978328
641	0.1236350977
642	0.1235492633
643	0.1235249983
644	0.1235246481
645	0.1234888501
646	0.1234813159
647	0.1234001808
648	0.1233495466
649	0.1233485982
650	0.1233478535
651	0.1233095832
652	0.123263304
653	0.1231886165
654	0.1231561679
655	0.1230090561
656	0.122996397
657	0.1229663696
658	0.1228675484
659	0.1228598043
660	0.1227903772
661	0.12277652
662	0.1226986581
663	0.1226975435
664	0.1226433392
665	0.1226428675
666	0.1226414025
667	0.1226319187
668	0.1225743442
669	0.122574162
670	0.1225734574
671	0.1224062963
672	0.1223214085
673	0.1223213284
674	0.1222983751
675	0.122269854
676	0.122171425
677	0.1221301919
678	0.1221261777
679	0.1221209113
680	0.1220456687
681	0.1219992551
682	0.1219823955
683	0.1219575127
684	0.1219096273
685	0.121908823
686	0.1218621238
687	0.1218600021
688	0.1218031597
689	0.12176108
690	0.1217554332
691	0.1217552374
692	0.1217219082
693	0.1216943104
694	0.1216928796
695	0.121691812
696	0.1216304236
697	0.1215028744
698	0.1215018625
699	0.1214998739
700	0.1214462742
701	0.1214460494
702	0.1214445209
703	0.1214356572
704	0.121430295
705	0.1214287883
706	0.1213542393
707	0.1212814528
708	0.1212800277
709	0.1212787628
710	0.121275989
711	0.1212704865
712	0.1212703566
713	0.1212693237
714	0.121159269
715	0.1211532789
716	0.1211268022
717	0.1210480484
718	0.1209492606
719	0.1209436733
720	0.1209297783
721	0.1209285415
722	0.1209283235
723	0.120925937
724	0.1209197861
725	0.1209037823
726	0.1208815588
727	0.1208738591
728	0.120855777
729	0.1208556201
730	0.1208321231
731	0.1208084486
732	0.1208019131
733	0.1208017376
734	0.1207683191
735	0.1206939949
736	0.1206646639
737	0.1204896929
738	0.1204896359
739	0.1204885968
740	0.1204882159
741	0.1204847353
742	0.120414164
743	0.1203954403
744	0.1203945744
745	0.120360205
746	0.1203570558
747	0.1203528005
748	0.1203444298
749	0.120342751
750	0.1202118388
751	0.1201777017
752	0.1201682842
753	0.1201414608
754	0.1201064573
755	0.1200903615
756	0.1200808928
757	0.1200283929
758	0.1200280761
759	0.119927921
760	0.1199119065
761	0.1199113755
762	0.1198960969
763	0.119891991
764	0.1198441488
765	0.1198266599
766	0.1198249567
767	0.1197926192
768	0.119790445
769	0.1197683581
770	0.1197683404
771	0.1197680827
772	0.1197680048
773	0.1197379279
774	0.1197377995
775	0.1196843725
776	0.11963216
777	0.1196015911
778	0.1195866256
779	0.1195862419
780	0.1195860019
781	0.1195842995
782	0.1195839469
783	0.1195241168
784	0.119520737
785	0.119480891
786	0.1194034737
787	0.1193841009
788	0.119381999
789	0.119362204
790	0.1193015025
791	0.119221609
792	0.119195245
793	0.1191947068
794	0.1191607172
795	0.1191601292
796	0.1191216988
797	0.1191052737
798	0.1191048993
799	0.1191036952
800	0.1190646049
801	0.1189767198
802	0.1189763615
803	0.1189760625
804	0.1189756443
805	0.1189520386
806	0.1188899389
807	0.1188806415
808	0.1188630138
809	0.1188532972
810	0.1188531968
811	0.1188531332
812	0.1187993644
813	0.1187931507
814	0.1187474779
815	0.1187462302
816	0.1186483335
817	0.1186477766
818	0.1185416839
819	0.1184585173
820	0.118447328
821	0.1184472131
822	0.1184365784
823	0.1183880508
824	0.1183202886
825	0.1183200178
826	0.118319968
827	0.1183067391
828	0.1183032544
829	0.1181900428
830	0.1181641617
831	0.1181634526
832	0.1181631959
833	0.1181621101
834	0.1181611508
835	0.1181606989
836	0.1181589067
837	0.1181309928
838	0.11812868
839	0.1181262447
840	0.1181257854
841	0.1181257215
842	0.118084238
843	0.1180746161
844	0.1180570009
845	0.1180241577
846	0.1180058871
847	0.1180001213
848	0.1179150516
849	0.117865751
850	0.1178386621
851	0.1178038525
852	0.1178034178
853	0.1177247597
854	0.1177177788
855	0.1177171809
856	0.1176861463
857	0.1176856683
858	0.1176854767
859	0.1176635853
860	0.1176459003
861	0.1175451052
862	0.117508423
863	0.1174173579
864	0.1174033754
865	0.11738076
866	0.1173797105
867	0.1173094634
868	0.1172731948
869	0.1172417669
870	0.1172014334
871	0.1172007895
872	0.1172004999
873	0.1171961122
874	0.1171209012
875	0.1171204353
876	0.1170606473
877	0.1170512001
878	0.1170469388
879	0.1169895245
880	0.1169734817
881	0.1169316908
882	0.1169299951
883	0.1169157108
884	0.1169141455
885	0.1168953804
886	0.116891176
887	0.1168178562
888	0.1167981879
889	0.1167734149
890	0.1167628871
891	0.1167627549
892	0.1167411805
893	0.11674087
894	0.1167408611
895	0.1167036025
896	0.1166912357
897	0.1165843505
898	0.1164743123
899	0.1164697722
900	0.1164687096
901	0.1164685153
902	0.1164613519
903	0.1164454746
904	0.1164341993
905	0.1164129562
906	0.1164109826
907	0.1163286868
908	0.1162922747
909	0.1162908442
910	0.1162838315
911	0.1162836198
912	0.1162789639
913	0.1162668212
914	0.1162656505
915	0.116265626
916	0.1162530797
917	0.1162439234
918	0.1162325832
919	0.1161670623
920	0.116162566
921	0.1161544798
922	0.116145534
923	0.1161248117
924	0.1161168361
925	0.1160003242
926	0.1159887121
927	0.1159887121
928	0.1159886503
929	0.1159883839
930	0.1159326628
931	0.1158649686
932	0.115859519
933	0.1158282687
934	0.1157737759
935	0.1157736744
936	0.1157553604
937	0.1157425002
938	0.11571849
939	0.1157183898
940	0.115717444
941	0.1156978586
942	0.1156977815
943	0.1156964835
944	0.1156588057
945	0.1156581862
946	0.1156101376
947	0.1156037937
948	0.1155836531
949	0.1155238584
950	0.1154403443
951	0.1153810393
952	0.1153583917
953	0.115358328
954	0.1153162415
955	0.115285115
956	0.1152049474
957	0.1151766732
958	0.1151762784
959	0.1151635937
960	0.1151627123
961	0.1151450127
962	0.1150619224
963	0.1150614175
964	0.1150552159
965	0.1150349066
966	0.1150345933
967	0.115034378
968	0.1150323431
969	0.1150322237
970	0.1150248458
971	0.1150236385
972	0.1150231542
973	0.1150169092
974	0.1150165397
975	0.1150031454
976	0.1149816857
977	0.1149805677
978	0.1149662386
979	0.1149314469
980	0.1149299033
981	0.1149282981
982	0.114860281
983	0.1148596547
984	0.1147944513
985	0.1147944421
986	0.1147911101
987	0.1147858451
988	0.1147634102
989	0.114714547
990	0.1147143446
991	0.1147140717
992	0.1147030634
993	0.1147012141
994	0.1146878361
995	0.1146852198
996	0.1146784854
997	0.1146768346
998	0.1146624829
999	0.1146121812
